area_type,availability,location,size,total_sqft,bath,balcony,price
3,Ready To Move,Harlur,3 BHK,2240,5.0,2.0,155.0
3,Ready To Move,Hegde Nagar,3 BHK,1584.01,3.0,1.0,103.0
3,Ready To Move,P Krishnappa Layout,3 BHK,1340,3.0,3.0,77.0
3,Ready To Move,Green Garden Layout,3 BHK,1800,3.0,2.0,70.0
3,Ready To Move,R.T. Nagar,2 BHK,1200,2.0,3.0,45.0
3,18-Nov,Sarjapur  Road,1 BHK,685,1.0,1.0,40.0
3,Ready To Move,Kalkere,2 BHK,925,2.0,3.0,42.0
3,Ready To Move,Crimson Layout,2 BHK,1230,2.0,2.0,57.0
2,Ready To Move,Manjunath Nagar,5 Bedroom,1200,5.0,1.0,185.0
3,Ready To Move,Kodichikkanahalli,2 BHK,1125,2.0,1.0,52.0
3,Ready To Move,Hebbal,2 BHK,1100,2.0,1.0,54.0
2,18-Aug,Jigani,3 Bedroom,2400,3.0,2.0,149.0
3,18-Jul,Electronic City Phase II,3 BHK,1400,2.0,2.0,41.58
2,Ready To Move,Uttarahalli,7 Bedroom,1200,7.0,2.0,225.0
3,Ready To Move,Jakkur,3 BHK,1858,3.0,1.0,98.3
2,Ready To Move,Adityanagar,1 Bedroom,1260,1.0,1.0,41.0
0,Ready To Move,Ambedkar Nagar,4 BHK,3530,4.0,2.0,290.0
3,Ready To Move,HSR Layout,2 BHK,1185,2.0,2.0,60.0
2,Ready To Move,RMV 2nd Stage,2 Bedroom,1200,2.0,1.0,216.0
3,Ready To Move,Hennur,2 BHK,1255,2.0,1.0,58.0
3,Ready To Move,Rajaji Nagar,4 BHK,3436,6.0,3.0,475.0
0,Ready To Move,Kudlu Gate,3 BHK,1335,3.0,2.0,89.0
3,Ready To Move,Dodda Nekkundi,3 BHK,1999,3.0,2.0,132.0
2,Ready To Move,Kanaka Nagar,2 Bedroom,1200,2.0,1.0,125.0
3,Ready To Move,Kundalahalli,3 BHK,1397,3.0,2.0,110.0
2,Ready To Move,Jigani,10 Bedroom,1200,10.0,2.0,105.0
3,Ready To Move,Cooke Town,4 BHK,3950,4.0,2.0,450.0
2,Ready To Move,Yelahanka New Town,2 Bedroom,1200,2.0,1.0,130.0
2,Ready To Move,Chikka Tirupathi,3 Bedroom,1616,3.0,0.0,95.0
2,Ready To Move,Banashankari Stage III,8 Bedroom,1200,7.0,2.0,350.0
0,Ready To Move,Hanumantha Nagar,4 Bedroom,1270,2.0,1.0,175.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140,2.0,2.0,38.55
3,21-Jan,Kanakpura Road,1 BHK,525,1.0,1.0,30.0
2,Ready To Move,Varthur,3 Bedroom,1200,2.0,1.0,98.0
0,Ready To Move,Bagalakunte,1 Bedroom,700,1.0,1.0,162.0
3,18-Jul,Balagere,2 BHK,1205.47,2.0,1.0,81.0
2,Ready To Move,T Dasarahalli,3 Bedroom,1200,3.0,2.0,130.0
3,Ready To Move,Electronic City,3 BHK,1700,3.0,2.0,75.0
2,Ready To Move,Thanisandra,5 Bedroom,750,4.0,0.0,62.0
3,21-May,Kanakpura Road,2 BHK,1090,2.0,1.0,54.54
3,Ready To Move,Yeshwanthpur,4 BHK,3600,5.0,2.0,220.0
0,Ready To Move,Kundalahalli,1 BHK,2400,1.0,0.0,650.0
3,19-Mar,Thanisandra,1 BHK,923,1.0,1.0,60.84
3,18-May,Muthurayya Swamy Layout,4 BHK,3595,6.0,2.0,360.0
3,Ready To Move,Green Glen Layout,2 BHK,1050,2.0,2.0,48.0
3,Ready To Move,Whitefield,2 BHK,1495,2.0,2.0,79.5
3,19-Mar,Hennur Road,3 BHK,1482 - 1846,2.0,2.0,93.865
0,Ready To Move,Narayanapura,3 BHK,1485,3.0,2.0,85.0
3,19-Dec,Dommasandra,3 BHK,1033,2.0,2.0,31.5
3,Ready To Move,Electronic City,3 BHK,1400,2.0,1.0,48.0
0,Ready To Move,Indira Nagar,1 Bedroom,500,1.0,0.0,70.0
3,Ready To Move,Sarjapur  Road,2 BHK,944,2.0,1.0,35.0
0,Ready To Move,Whitefield,5 Bedroom,3250,5.0,0.0,290.0
3,19-Mar,Whitefield,2 BHK,1216,2.0,1.0,66.48
3,Ready To Move,Thirumenahalli,2 BHK,1100,2.0,1.0,39.5
3,Ready To Move,Thanisandra,3 BHK,1743,3.0,2.0,93.25
3,Ready To Move,Yelahanka,2 BHK,1274,2.0,2.0,48.42
3,Ready To Move,Lavelle Road,3 BHK,2500,3.0,2.0,425.0
3,Ready To Move,Mysore Road,3 BHK,1512,2.0,2.0,110.0
3,Ready To Move,Dollars Colony,4 BHK,3100,5.0,1.0,385.0
3,Ready To Move,Cox Town,3 BHK,1650,3.0,3.0,100.0
0,Ready To Move,Doddathoguru,3 BHK,1875,3.0,1.0,55.0
0,Ready To Move,Whitefield,3 BHK,1350,3.0,2.0,54.0
3,Ready To Move,Rajiv Gandhi Nagar,2 BHK,1219,2.0,2.0,40.0
2,Ready To Move,Goraguntepalya,4 Bedroom,1200,4.0,1.0,150.0
2,Ready To Move,Sarjapura - Attibele Road,3 Bedroom,2400,3.0,3.0,85.0
3,Ready To Move,Hormavu,2 BHK,1141,2.0,1.0,44.4
3,Ready To Move,Anandapura,2 BHK,1151,2.0,1.0,43.1
2,Ready To Move,Bommenahalli,3 Bedroom,832,3.0,1.0,77.0
3,Ready To Move,Sarjapur  Road,2 BHK,915,2.0,1.0,38.0
2,Ready To Move,Rajankunte,3 Bedroom,3259,3.0,0.0,270.0
3,22-Dec,Bannerghatta Road,2 BHK,1115,2.0,1.0,65.12
3,Ready To Move,Thigalarapalya,3 BHK,2072,4.0,2.0,139.0
3,Ready To Move,Kaggadasapura,2 BHK,1200,2.0,2.0,53.0
3,Ready To Move,Singasandra,2 BHK,1300,2.0,2.0,65.0
3,Ready To Move,Bellandur,2 BHK,1457,2.0,2.0,85.0
3,Ready To Move,Kannamangala,2 BHK,1262,2.0,2.0,55.0
2,Ready To Move,BEML Layout,4 Bedroom,1196,3.0,1.0,150.0
3,18-Aug,Ananth Nagar,2 BHK,900,2.0,2.0,22.5
0,Ready To Move,Attibele,1 BHK,420,1.0,1.0,17.0
3,Ready To Move,Kanakapura,2 BHK,1160,2.0,1.0,46.39
3,Ready To Move,Kasavanhalli,2 BHK,1115,2.0,2.0,50.0
0,Ready To Move,JP Nagar,3 BHK,1315,2.0,1.0,85.4
0,Ready To Move,Babusapalaya,2 BHK,1500,2.0,2.0,57.0
3,Ready To Move,HSR Layout,2 BHK,1127,2.0,1.0,68.0
3,18-Feb,Kundalahalli,3 BHK,1397,3.0,2.0,104.0
0,20-Dec,Whitefield,2 BHK,1173,2.0,1.0,60.0
3,Ready To Move,Sompura,2 BHK,1090,2.0,2.0,28.0
3,Ready To Move,Sarjapur  Road,3 BHK,2720,5.0,2.0,210.0
3,18-May,Jakkur,2 BHK,1230,2.0,1.0,76.0
3,Ready To Move,6th Block Rajaji Nagar,4 BHK,3200,3.0,3.0,190.0
3,19-Dec,Sarjapur  Road,2 BHK,858,2.0,1.0,31.57
3,21-Mar,Talaghattapura,3 BHK,1868,3.0,1.0,121.0
3,Ready To Move,Uttarahalli,3 BHK,1689.28,3.0,2.0,91.2
0,Ready To Move,Vishwapriya Layout,4 BHK,600,3.0,2.0,73.0
3,Ready To Move,Banashankari,3 BHK,1425,3.0,3.0,49.88
2,Ready To Move,Subramanyapura,6 Bedroom,1200,6.0,2.0,170.0
2,Ready To Move,Tindlu,2 Bedroom,1350,2.0,1.0,100.0
0,Ready To Move,Channasandra,6 Bedroom,4200,6.0,0.0,180.0
3,Ready To Move,Uttarahalli,3 BHK,1310,2.0,1.0,85.0
3,18-Jun,Haralur Road,4 BHK,2805 - 3565,2.0,2.0,175.0
3,Ready To Move,MLA Layout,2 BHK,970,2.0,1.0,40.0
3,18-May,Kundalahalli,3 BHK,1397,3.0,3.0,108.0
3,18-Jul,Sarjapur,2 BHK,1157,2.0,1.0,40.0
3,Ready To Move,Kasavanhalli,2 BHK,1125,2.0,1.0,61.2
3,Ready To Move,Sonnenahalli,2 BHK,1157,2.0,1.0,42.0
3,Ready To Move,Sarjapur  Road,2 BHK,1241,2.0,1.0,82.0
3,19-Dec,Binny Pete,1 BHK,660,1.0,1.0,62.0
0,Ready To Move,Marathahalli,4 BHK,4000,4.0,3.0,220.0
3,Ready To Move,Rajiv Nagar,4 BHK,2340,4.0,1.0,148.0
0,Ready To Move,Venkatadri Layout,1 BHK,596,1.0,1.0,42.0
3,Ready To Move,Koramangala Industrial Layout,16 BHK,10000,16.0,2.0,550.0
2,Ready To Move,Kyalasanahalli,4 Bedroom,1200,4.0,3.0,110.0
3,Ready To Move,Ambedkar Colony,3 BHK,1910,3.0,1.0,190.0
3,Ready To Move,Brookefield,2 BHK,1139,2.0,2.0,80.0
3,Ready To Move,Thigalarapalya,4 BHK,3122,5.0,2.0,225.0
3,19-Aug,Sarjapura - Attibele Road,2 BHK,1033,2.0,2.0,28.41
3,Ready To Move,Yeshwanthpur,2 BHK,1168,2.0,2.0,64.08
3,Ready To Move,Chandapura,2 BHK,877,2.0,3.0,42.0
0,18-Jul,Electronics City Phase 1,2 BHK,1340,2.0,2.0,75.0
0,Ready To Move,B Narayanapura,3 BHK,1405,2.0,2.0,70.0
3,Ready To Move,Siddapura,3 BHK,1800,3.0,3.0,65.0
0,Ready To Move, Devarabeesana Halli,3 BHK,1750,3.0,3.0,149.0
3,Ready To Move,Motappa Layout,3 BHK,1360,2.0,1.0,65.0
2,Ready To Move,Malleshwaram,3 Bedroom,675,2.0,0.0,148.0
3,19-Jun,Byrasandra,2 BHK,985,2.0,1.0,63.0
3,16-Jul,Victoria Layout,2 BHK,1300,2.0,1.0,129.0
3,Ready To Move,7th Phase JP Nagar,3 BHK,1850,3.0,2.0,150.0
3,Ready To Move,Rustam Bagh Layout,3 BHK,1490,2.0,3.0,88.0
3,Ready To Move,Byagadadhenahalli,2 BHK,620,1.0,1.0,25.0
3,19-Aug,Hormavu,2 BHK,1130,2.0,1.0,42.3
3,Ready To Move,Yelachenahalli,2 BHK,1080,2.0,2.0,55.0
0,Ready To Move,Singasandra,4 BHK,3126,4.0,2.0,120.0
3,Ready To Move,Begur Road,3 BHK,1410,2.0,3.0,52.17
3,Ready To Move,Bommanahalli,3 BHK,1375,3.0,2.0,59.0
3,Ready To Move,Hennur Road,3 BHK,1290,2.0,1.0,94.5
3,19-Mar,Hosa Road,3 BHK,1318,2.0,1.0,85.28
3,Ready To Move,Electronic City,2 BHK,1128,2.0,1.0,68.0
2,Ready To Move,Meenakunte,4 Bedroom,4428,4.0,2.0,255.0
3,21-Mar,Kanakpura Road,2 BHK,1051,2.0,2.0,56.74
2,Ready To Move,Kengeri,3 Bedroom,3500,5.0,0.0,275.0
2,Ready To Move,Kannamangala,4 Bedroom,2400,4.0,1.0,130.0
3,Ready To Move,Yelahanka,2 BHK,1327,2.0,3.0,85.0
3,Ready To Move,Thigalarapalya,4 BHK,2912,6.0,2.0,210.0
3,Ready To Move,Basapura,2 BHK,1301,2.0,2.0,55.0
3,Ready To Move,Thippasandra,1 BHK,650,1.0,0.0,30.0
2,18-Jul,Varthur,3 Bedroom,1200,3.0,1.0,67.75
3,Ready To Move,Banagiri Nagar,3 BHK,1500,2.0,2.0,89.99
2,Ready To Move,Kumara Park,4 Bedroom,2700,6.0,2.0,675.0
2,Ready To Move,Nagadevanahalli,4 Bedroom,1350,4.0,2.0,145.0
0,18-Aug,Electronic City Phase II,2 BHK,1000,2.0,1.0,28.88
3,19-Nov,Sarjapur  Road,2 BHK,984,2.0,1.0,45.91
3,22-May,Jakkur,3 BHK,1819.18,3.0,1.0,160.0
0,Ready To Move,Nagarbhavi,1 Bedroom,900,1.0,0.0,175.0
3,18-Apr,Hebbal,3 BHK,1355,3.0,1.0,83.87
3,Ready To Move,Sarakki Nagar,3 BHK,2145,4.0,1.0,270.0
3,Ready To Move,Malleshwaram,3 BHK,2475,4.0,3.0,300.0
3,18-Aug,Kaggadasapura,2 BHK,1118,2.0,0.0,30.0
3,Ready To Move,Roopena Agrahara,1 BHK,910,1.0,1.0,42.0
3,18-May,Madiwala,3 BHK,1250,3.0,2.0,39.0
3,18-Mar,Hosakerehalli,2 BHK,1304,2.0,3.0,100.0
3,Ready To Move,Begur Road,3 BHK,1615,3.0,2.0,58.0
3,Ready To Move,Sarjapur  Road,2 BHK,1400,2.0,2.0,68.0
3,Ready To Move,CV Raman Nagar,2 BHK,1070,2.0,2.0,47.5
3,17-Nov,Hebbal,3 BHK,3500,3.0,3.0,395.0
3,22-Jun,Hoodi,2 BHK,1132,2.0,1.0,89.37
3,Ready To Move,Rajarajeshwari Nagara,3 BHK,2000,3.0,2.0,85.0
2,Ready To Move,Hebbal,7 Bedroom,2400,5.0,1.0,550.0
3,Ready To Move,Sector 2 HSR Layout,1 BHK,794,1.0,2.0,65.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1090,2.0,2.0,43.59
3,Ready To Move,Gottigere,3 BHK,1500,3.0,2.0,70.0
3,Ready To Move,1st Phase JP Nagar,3 BHK,2059,3.0,2.0,225.0
3,21-Jan,Kanakpura Road,1 BHK,525,1.0,1.0,30.0
3,18-May,Bhoganhalli,2 BHK,1447,2.0,1.0,75.97
3,20-Dec,Whitefield,2 BHK,1269,2.0,1.0,75.0
2,18-Apr,KR Layout,4 Bedroom,4800,4.0,0.0,700.0
3,Ready To Move,Kanakpura Road,2 BHK,1070,2.0,2.0,37.45
3,Ready To Move,Talaghattapura,2 BHK,1150,2.0,0.0,28.0
3,Ready To Move,Marathahalli,2 BHK,1208,2.0,2.0,70.0
3,Ready To Move,Ramamurthy Nagar,2 BHK,1185,2.0,1.0,45.5
2,Ready To Move,Laggere,3 Bedroom,1200,3.0,1.0,130.0
3,Ready To Move,Anekal,2 BHK,888,2.0,1.0,34.0
3,18-Aug,Chandapura,2 BHK,1015,2.0,2.0,25.88
0,Ready To Move,Celebrity Paradise Layout,1 BHK,532,1.0,1.0,22.49
3,Ready To Move,St Thomas Town,3 BHK,1060,3.0,1.0,62.0
0,Ready To Move,Electronic City,1 BHK,700,1.0,1.0,35.0
3,Ready To Move,Ckikkakammana Halli,2 BHK,902,2.0,2.0,42.0
2,Ready To Move,Banashankari 2nd Stage,6 Bedroom,600,3.0,3.0,95.0
3,Ready To Move,Uttarahalli,2 BHK,1175,2.0,1.0,47.0
3,19-Dec,Binny Pete,2 BHK,1365,2.0,1.0,122.0
3,Ready To Move,Doddathoguru,2 BHK,984,2.0,1.0,51.0
2,Ready To Move,Hebbal,4 Bedroom,2700,2.0,2.0,100.0
3,Ready To Move,Jalahalli East,3 BHK,1475,3.0,2.0,96.0
3,Ready To Move,Haralur Road,2 BHK,1300,2.0,2.0,79.0
2,Ready To Move,5th Block Hbr Layout,5 Bedroom,1200,6.0,1.0,220.0
0,Ready To Move,Babusapalaya,3 BHK,1453,2.0,2.0,43.59
3,Ready To Move,Munivenkatppa Layout,2 BHK,1550,2.0,3.0,160.0
0,Ready To Move,Akshaya Nagar,3 BHK,1666,3.0,2.0,95.0
2,Ready To Move,Akshaya Nagar,4 Bedroom,1410,4.0,2.0,160.0
2,18-Mar,Yelahanka,4 Bedroom,4025,5.0,3.0,800.0
3,Ready To Move,Murugeshpalya,3 BHK,1845,3.0,3.0,91.0
3,Ready To Move,Sarjapura - Attibele Road,3 BHK,1676,3.0,3.0,52.0
3,20-Dec,Uttarahalli,2 BHK,1137,2.0,1.0,63.0
3,Ready To Move,Electronic City,3 BHK,1360,2.0,1.0,70.5
3,Ready To Move,Vijaya Bank Layout,3 BHK,1374,2.0,2.0,70.0
0,Ready To Move,Judicial Layout,3 Bedroom,1700,3.0,2.0,155.0
2,Ready To Move,Whitefield,5 Bedroom,3227,5.0,0.0,250.0
3,Ready To Move,Ferrar Nagar,4 BHK,2145,4.0,2.0,125.0
2,Ready To Move,Koramangala,4 Bedroom,2400,6.0,3.0,600.0
3,18-May,Kasavanhalli,3 BHK,2170,3.0,2.0,151.0
0,Ready To Move,Bank Of Baroda Colony,2 BHK,1080,2.0,1.0,55.0
0,Ready To Move,Electronic City Phase II,3 BHK,1790,3.0,3.0,100.0
3,Ready To Move,Doddathoguru,1 BHK,550,1.0,1.0,17.0
3,Ready To Move,Poorna Pragna Layout,3 BHK,1270,2.0,2.0,50.79
0,Ready To Move,Somasundara Palya,2 BHK,1033,2.0,2.0,48.0
0,Ready To Move,Kamala Nagar,2 Bedroom,1000,2.0,1.0,80.0
3,19-Dec,Binny Pete,4 BHK,2940,6.0,2.0,280.0
3,Ready To Move,Kumarapalli,2 BHK,1240,2.0,2.0,52.6
2,Ready To Move,Kasturi Nagar,5 Bedroom,1650,5.0,1.0,450.0
3,Ready To Move,Kambipura,2 BHK,883,2.0,1.0,39.0
0,15-Jun,Outer Ring Road East,3 BHK,1500,2.0,0.0,97.0
3,Ready To Move,Marathahalli,3 BHK,1730,3.0,3.0,139.0
3,Ready To Move,Kasavanhalli,3 BHK,1915,3.0,3.0,80.0
3,Ready To Move,Whitefield,3 BHK,1545,3.0,2.0,79.0
3,19-Mar,Marenahalli,3 BHK,1865,4.0,2.0,140.0
3,Ready To Move,Hebbal Kempapura,2 BHK,1150,2.0,2.0,40.0
3,18-Aug,HAL 3rd Stage,2 BHK,1200,2.0,2.0,49.0
0,Ready To Move,Kengeri,2 BHK,963,2.0,2.0,40.0
2,Ready To Move,Marsur,3 Bedroom,1200,3.0,1.0,120.0
3,Ready To Move,Basavangudi,4 BHK,2600,4.0,3.0,260.0
0,Ready To Move,Kaikondrahalli,4 BHK,1700,4.0,2.0,108.0
3,Ready To Move,Lingadheeranahalli,3 BHK,1682,3.0,1.0,120.0
0,Ready To Move,Yelahanka,3 BHK,1371,2.0,2.0,65.0
3,21-Mar,Hennur Road,2 BHK,901,2.0,1.0,49.5
2,Ready To Move,Vishwapriya Layout,7 Bedroom,600,7.0,0.0,73.0
3,Ready To Move,Ambalipura,3 BHK,1730,3.0,1.0,120.0
2,Ready To Move,Konanakunte,4 Bedroom,1200,4.0,0.0,125.0
3,Ready To Move,EPIP Zone,3 BHK,1500,3.0,3.0,102.0
3,Ready To Move,Sarjapur  Road,4 BHK,3785,6.0,2.0,280.0
0,Ready To Move,Nagawara Junction,4 BHK,3500,4.0,2.0,245.0
1,Ready To Move,Lingarajapuram,2 BHK,1203,2.0,1.0,59.86
3,Ready To Move,Horamavu Banaswadi,2 BHK,1357,2.0,2.0,54.0
3,Ready To Move,Vasantha Vallabha Nagar,3 BHK,1600,3.0,2.0,76.0
0,Ready To Move,Yelahanka New Town,1 BHK,350,1.0,1.0,13.5
3,Ready To Move,Varthur,3 BHK,1665,3.0,1.0,53.0
2,Ready To Move,Ramamurthy Nagar,3 Bedroom,1400,3.0,3.0,200.0
3,Ready To Move,Sarjapur  Road,1 BHK,835,1.0,1.0,46.95
2,Ready To Move,Chandra Layout,2 Bedroom,815,3.0,2.0,160.0
3,Ready To Move,Haralur Road,3 BHK,1444,2.0,1.0,80.0
3,Ready To Move,Kanakapura,2 BHK,1277,2.0,2.0,55.0
3,Ready To Move,Lingadheeranahalli,3 BHK,1521,3.0,1.0,94.71
3,Ready To Move,Maithri Layout,2 BHK,1134,2.0,1.0,40.0
3,Ready To Move,Vasanthapura,2 BHK,995,2.0,1.0,34.82
3,Ready To Move,Old Madras Road,3 BHK,2760,5.0,2.0,157.0
0,Ready To Move,Marathahalli,2 BHK,1325,1.0,1.0,92.0
0,Ready To Move,Kothanur,6 Bedroom,4000,6.0,2.0,150.0
0,Ready To Move,Marathahalli,3 BHK,1525,3.0,2.0,90.0
3,18-Dec,Raja Rajeshwari Nagar 5th Stage,3 BHK,1320,2.0,2.0,73.0
3,Ready To Move,Electronics City Phase 1,1 BHK,650,1.0,1.0,23.0
0,Ready To Move,Old Airport Road,3 BHK,1858,2.0,1.0,167.0
3,21-Aug,Electronic City,2 BHK,1150,2.0,1.0,38.0
3,Ready To Move,Electronic City Phase II,2 BHK,769,2.0,1.0,40.0
3,Ready To Move,Electronic City,3 BHK,1571,3.0,2.0,105.0
3,Ready To Move,Hennur Road,3 BHK,1445,3.0,1.0,86.56
3,Ready To Move,Hosur Road,3 BHK,1590,2.0,2.0,135.0
3,Ready To Move,Bommasandra,2 BHK,902,2.0,2.0,49.0
2,18-Mar,Sarjapur,3 Bedroom,2238,3.0,1.0,140.0
0,18-Dec,Electronic City,2 BHK,1090,2.0,1.0,31.49
0,Ready To Move,Yelahanka,3 BHK,1712,3.0,3.0,82.0
0,Ready To Move,Haralur Road,2 BHK,1088,2.0,1.0,68.0
3,Ready To Move,Somasundara Palya,3 BHK,1575,3.0,3.0,63.1
2,Ready To Move,Nanjappa Garden,6 Bedroom,2150,6.0,3.0,205.0
3,Ready To Move,Kundalahalli,3 BHK,1920,3.0,2.0,150.0
2,Ready To Move,Margondanahalli,2 Bedroom,1000,2.0,0.0,57.0
3,18-Oct,Chennammana Kere,2 BHK,1100,2.0,2.0,56.1
3,Ready To Move,Electronic City,2 BHK,1089,2.0,2.0,45.0
0,Ready To Move,Horamavu Agara,2 BHK,1106,2.0,1.0,43.09
3,18-Dec,Kengeri,2 BHK,927,2.0,2.0,37.0
3,Ready To Move,Kanakpura Road,2 BHK,1339,2.0,2.0,58.0
0,21-Dec,Thanisandra,1 BHK,923,1.0,1.0,45.69
2,18-Aug,Sarjapur  Road,3 Bedroom,2900,3.0,2.0,285.0
3,Ready To Move,Lakshminarayana Pura,2 BHK,1175,2.0,2.0,75.0
0,Ready To Move,Thubarahalli,2 BHK,975,2.0,1.0,55.0
3,Ready To Move,Hebbal,3 BHK,2400,4.0,1.0,180.0
3,Ready To Move,Subramanyapura,3 BHK,1330,3.0,2.0,72.0
3,20-Dec,Thanisandra,2 BHK,1183,2.0,1.0,59.74
3,Ready To Move,Harlur,3 BHK,1758,3.0,2.0,133.0
2,Ready To Move,Nagarbhavi,3 Bedroom,1200,3.0,2.0,265.0
3,19-Dec,Hebbal,3 BHK,1255,2.0,1.0,77.68
2,Ready To Move,Nagadevanahalli,3 Bedroom,600,4.0,2.0,110.0
0,Ready To Move,Pai Layout,2 BHK,1100,2.0,2.0,50.0
3,18-Dec,Ramamurthy Nagar,2 BHK,1170,2.0,2.0,46.8
0,Ready To Move,Vayunandana Layout,5 Bedroom,2400,5.0,2.0,120.0
3,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1530,3.0,3.0,51.77
0,17-Dec,Hebbal,2 BHK,1420,2.0,2.0,107.0
2,Ready To Move,Geetanjali Layout,4 Bedroom,1200,4.0,2.0,300.0
2,Ready To Move,7th Phase JP Nagar,6 Bedroom,1045,6.0,3.0,160.0
3,19-Jan,Kanakpura Road,3 BHK,1591,3.0,1.0,115.0
3,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,2.0,120.0
2,Ready To Move,Kenchenhalli,2 Bedroom,675,3.0,1.0,52.0
3,19-Dec,Hoodi,2 BHK,1055,2.0,1.0,57.63
3,Ready To Move,Iblur Village,3 BHK,1918,3.0,2.0,129.0
3,18-Jan,Sarjapur  Road,2 BHK,1280,2.0,1.0,76.0
3,Ready To Move,Nagarbhavi,3 BHK,1560,3.0,3.0,66.0
3,Ready To Move,Sarjapur  Road,2 BHK,1145,2.0,2.0,49.5
3,Ready To Move,Talaghattapura,3 BHK,2106,3.0,2.0,126.0
3,Ready To Move,"EPIP AREA, WHITEFIELD",3 BHK,1801,3.0,2.0,139.0
2,Ready To Move,Seegehalli,5 Bedroom,1200,5.0,3.0,120.0
3,Ready To Move,Rajaji Nagar,2 BHK,1718,3.0,2.0,288.0
3,20-Jun,Whitefield,3 BHK,1306,3.0,2.0,54.65
3,19-Jun,Hebbal,2 BHK,1320,2.0,1.0,92.0
0,Ready To Move,1st Stage Domlur,3 BHK,1350,2.0,2.0,65.0
0,Ready To Move,"RMV extension stage 2, rmv extension",4 BHK,2990,4.0,2.0,324.0
0,Ready To Move,Kalyan nagar,4 BHK,3800,5.0,3.0,300.0
3,Ready To Move,Bannerghatta Road,3 BHK,1344,2.0,1.0,42.0
3,Ready To Move,Bannerghatta Road,3 BHK,1893,3.0,2.0,100.0
3,Ready To Move,Chandapura,3 BHK,1107,2.0,1.0,43.0
2,Ready To Move,R.T. Nagar,9 Bedroom,1200,10.0,2.0,180.0
3,Ready To Move,Lakshminarayana Pura,2 BHK,1190,2.0,1.0,75.0
0,Ready To Move,Whitefield,2 BHK,1000,2.0,1.0,35.0
2,Ready To Move,Kalhalli,2 Bedroom,2400,2.0,1.0,160.0
3,Ready To Move,Kumaraswami Layout,2 BHK,1000,2.0,1.0,48.5
3,Ready To Move,Jalahalli,3 BHK,2113,3.0,2.0,155.0
0,Ready To Move,KR Puram,2 BHK,1100,2.0,1.0,46.0
2,Ready To Move,Sector 2 HSR Layout,5 Bedroom,1200,4.0,1.0,160.0
3,Ready To Move,Harlur,4 BHK,1884,4.0,2.0,120.0
3,Ready To Move,Electronic City,2 BHK,1110,2.0,1.0,40.0
3,Ready To Move,Kudlu,2 BHK,1027,2.0,2.0,43.0
3,18-May,Tavarekere,3 BHK,1250,3.0,2.0,40.0
0,Ready To Move,Sarjapur  Road,3 BHK,1470,3.0,0.0,62.0
0,18-May,Kamakshipalya,2 BHK,1150,2.0,1.0,75.0
2,Ready To Move,Hadosiddapura,3 Bedroom,1200,3.0,2.0,165.0
3,18-Aug,Kudlu Gate,1 BHK,703,1.0,1.0,52.0
3,Ready To Move,Vijaya Bank Colony,3 BHK,1400,2.0,2.0,62.0
3,Ready To Move,Bellandur,2 BHK,1195,2.0,2.0,51.0
3,Ready To Move,Narayanapura,2 BHK,1302,2.0,1.0,69.1
3,19-Aug,Begur Road,3 BHK,1583,3.0,1.0,74.4
3,Ready To Move,Kumarapalli,3 BHK,1488,2.0,3.0,60.0
2,Ready To Move,Lakshmi Layout,4 Bedroom,600,5.0,2.0,85.0
3,18-Aug,Kammasandra,3 BHK,1385,2.0,2.0,34.63
3,Ready To Move,Whitefield,4 BHK,3262,4.0,2.0,260.0
0,18-Jan,Electronic City,3 BHK,1600,3.0,2.0,104.0
3,Ready To Move,Old Airport Road,2 BHK,1150,2.0,1.0,90.0
2,Ready To Move,Lakkasandra,9 Bedroom,4500,9.0,2.0,166.0
3,Ready To Move,Sarjapur  Road,2 BHK,1263,2.0,1.0,78.0
2,Ready To Move,KR Puram,7 Bedroom,1200,8.0,2.0,110.0
3,20-May,Kanakpura Road,2 BHK,1299,2.0,2.0,85.0
3,Ready To Move,Banashankari,2 BHK,1330,2.0,1.0,78.0
3,18-Apr,Devanahalli,3 BHK,1282,2.0,2.0,52.43
0,Ready To Move,"JP Nagar 8th Phase, ",3 BHK,1853,3.0,2.0,82.0
3,Ready To Move,Kachanayakanahalli,2 BHK,861,2.0,1.0,35.0
0,Ready To Move,Bannerghatta Road,3 BHK,1600,3.0,2.0,95.0
0,Ready To Move,Nagaraja Garden,2 BHK,1256,2.0,1.0,62.8
3,Ready To Move,Tejaswini Nagar,3 BHK,1390,2.0,2.0,80.0
3,Ready To Move,Ashwath Nagar,3 BHK,1550,2.0,2.0,90.0
2,Ready To Move,1 Annasandrapalya,11 Bedroom,1200,6.0,3.0,150.0
0,Ready To Move,Hebbal,2 BHK,919,2.0,1.0,49.0
2,18-May,Margondanahalli,3 Bedroom,1625,3.0,0.0,80.0
3,Ready To Move,Gunjur,2 BHK,1195,2.0,2.0,44.0
3,Ready To Move,Domlur,6 BHK,2400,4.0,1.0,600.0
3,Ready To Move,Yelenahalli,2 BHK,1159,2.0,1.0,60.0
3,20-Jun,Whitefield,3 BHK,1386,3.0,1.0,57.46
3,Ready To Move,Harlur,2 BHK,1197,2.0,1.0,79.0
